file_path,file_category,current_role,status,correctness_status,content_freshness,dead_or_misleading_content,action_recommendation,notes
docs/goal_145_v0_2_consensus_audit.md,doc,documentation,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/goal_146_jaccard_linux_multi_backend_stress.md,doc,documentation,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/goal_147_comprehensive_doc_review.md,doc,documentation,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/goal_148_v0_2_scope_status_package.md,doc,documentation,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/goal_149_front_door_and_example_consistency_freeze.md,doc,documentation,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/goal_14_section_5_6_exact_scale_plan.md,doc,documentation,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/goal_150_v0_2_release_readiness_and_stability.md,doc,documentation,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/goal_151_final_front_door_status_freeze.md,doc,documentation,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/goal_152_v0_2_release_statement_and_support_matrix.md,doc,documentation,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/goal_153_backend_loader_robustness.md,doc,documentation,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/goal_154_final_release_audit_and_tag_preparation.md,doc,documentation,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
docs/goal_155_optix_linux_sdk_path_robustness.md,doc,documentation,historical,historical record; not a live correctness surface by itself,time-stamped or archived snapshot; freshness acceptable if treated as archival,acceptable if clearly archival; misleading only if surfaced as live,retain as record; do not present as live spec,classified archival from path
